credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,has.delinq.2yrs,has.pub.rec,log.revol.bal,has.revol.bal
TRUE,small_business,0.1774,180.11,10.71441777,10.35,667,4289.958333,3062,78.5,0,0,0,FALSE,FALSE,FALSE,8.027150106832774,TRUE
TRUE,debt_consolidation,0.1218,106.56,10.6454249,20.91,697,3240.958333,973,48.6,3,0,0,FALSE,FALSE,FALSE,6.881411303642535,TRUE
TRUE,all_other,0.1461,289.6,10.92593848,20.2,667,2220,22851,78.2,1,0,0,FALSE,FALSE,FALSE,10.036793919844353,TRUE
TRUE,credit_card,0.1218,59.94,10.96819829,4.43,697,NA,8652,50.3,1,0,NA,FALSE,FALSE,TRUE,9.06566136060674,TRUE
TRUE,major_purchase,0.1183,101.89,10.126631100000001,12.91,697,3780,18988,60.7,2,0,0,FALSE,FALSE,FALSE,9.851615143125416,TRUE
TRUE,debt_consolidation,0.1739,716.95,11.62625415,8.88,667,4200,20755,89.5,2,0,0,FALSE,FALSE,FALSE,9.94059064048763,TRUE
TRUE,debt_consolidation,0.15310000000000001,278.53,10.62132735,8.2,662,1860,7979,48.7,0,NA,0,FALSE,TRUE,FALSE,8.984693690443855,TRUE
TRUE,all_other,0.1253,83.67,9.761463053,16.32,692,7320,1245,31.1,0,0,0,FALSE,FALSE,FALSE,7.1276936993473985,TRUE
TRUE,debt_consolidation,0.1496,692.9,10.89673933,11.78,682,1709.958333,25216,59.9,1,0,0,FALSE,FALSE,FALSE,10.13527364923168,TRUE
TRUE,home_improvement,0.1218,499.5,12.07539432,10.19,717,3840,19315,72.1,2,0,0,FALSE,FALSE,FALSE,9.868689046993433,TRUE
TRUE,major_purchase,0.1253,87.02,10.61624126,13.54,687,2159.958333,9847,24.1,1,0,0,FALSE,FALSE,FALSE,9.19502366786429,TRUE
TRUE,educational,0.0894,158.86,9.729134165,14.93,732,3569.958333,6109,43.9,1,0,0,FALSE,FALSE,FALSE,8.71768205216564,TRUE
TRUE,debt_consolidation,0.1461,275.81,11.65268741,13.36,677,4349.958333,2884,96.8,2,0,0,TRUE,FALSE,FALSE,7.9672801789422,TRUE
TRUE,credit_card,0.1392,307.24,11.35040654,9.19,677,2069.958333,40,1,2,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,all_other,0.1218,90.75,10.81977828,1.92,727,3209.958333,0,0,3,0,0,TRUE,FALSE,FALSE,NA,FALSE
TRUE,debt_consolidation,0.1183,497.01,11.38509209,19.7,732,6481.958333,32725,41.9,2,0,0,FALSE,FALSE,FALSE,10.39592514798884,TRUE
TRUE,all_other,0.1287,336.34,11.04132055,13.63,712,2340,5338,86.1,1,0,0,FALSE,FALSE,FALSE,8.582793648500186,TRUE
TRUE,debt_consolidation,0.0774,280.97,10.9156156,11.88,777,NA,8805,8.4,3,NA,0,TRUE,TRUE,FALSE,9.0831885863157,TRUE
TRUE,credit_card,0.1114,147.62,10.37349118,12.98,727,2069.958333,10491,27,3,0,0,TRUE,FALSE,FALSE,9.258368340986765,TRUE
TRUE,major_purchase,0.1148,329.69,10.39352663,18.19,782,2160.958333,0,0,0,0,0,FALSE,FALSE,FALSE,NA,FALSE
TRUE,credit_card,0.0894,57.19,11.21182037,13.28,717,4980.958333,34751,76.5,1,0,0,FALSE,FALSE,FALSE,10.455992403293607,TRUE
TRUE,major_purchase,0.1148,316.5,10.97382039,10.99,717,3660,4431,17.3,2,0,0,FALSE,FALSE,FALSE,8.39660622842712,TRUE
TRUE,all_other,0.0894,381.26,10.37349118,18.56,757,4739.958333,16588,38.3,1,0,0,FALSE,FALSE,FALSE,9.716495104092274,TRUE
TRUE,home_improvement,0.0894,444.81,11.2515607,15.8,752,9779.958333,1842,5,0,0,0,FALSE,FALSE,FALSE,7.519149957669823,TRUE
TRUE,all_other,0.0894,245.44,10.77895629,16.63,732,3629.958333,15355,35.5,2,0,0,FALSE,FALSE,FALSE,9.639261556120688,TRUE
TRUE,debt_consolidation,0.1496,415.74,10.59778407,19.78,687,1170,3147,73.2,0,0,0,FALSE,FALSE,FALSE,8.054522609537294,TRUE
TRUE,credit_card,0.1913,NA,11.90496755,18.54,662,4890,NA,77.4,1,NA,0,TRUE,TRUE,FALSE,10.737092085791328,TRUE
TRUE,debt_consolidation,0.15310000000000001,515.27,11.00209984,15.5,672,3629.958333,7237,45,1,NA,0,TRUE,TRUE,FALSE,8.887100204123687,TRUE
TRUE,small_business,0.16,703.15,10.56874953,8.14,757,1439.958333,2120,13.5,3,0,0,FALSE,FALSE,FALSE,7.659642954564682,TRUE
TRUE,credit_card,0.1357,509.53,11.30220443,0.81,752,4770,981,1.1,NA,NA,0,TRUE,TRUE,FALSE,6.889591308354466,TRUE
TRUE,major_purchase,0.0859,240.24,11.22524339,10.5,757,NA,12952,27.2,0,0,0,FALSE,FALSE,FALSE,9.469082700530256,TRUE
TRUE,debt_consolidation,0.1426,329.34,10.81977828,19.61,682,3150.958333,4301,93.5,0,NA,0,FALSE,TRUE,FALSE,8.366835309827675,TRUE
TRUE,small_business,0.1565,139.95,10.91508846,10.82,697,7949.958333,405,6.2,1,0,0,FALSE,FALSE,FALSE,6.0063531596017325,TRUE
TRUE,credit_card,0.1322,642.22,11.47210347,10.95,712,4319.958333,19304,41.8,2,NA,0,FALSE,TRUE,FALSE,9.868119408698337,TRUE
TRUE,small_business,0.1565,227.41,9.903487553,18.9,727,2429.958333,24,6,0,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,debt_consolidation,0.1565,209.92,10.48893816,22.89,682,2519.958333,5019,98.4,1,0,0,FALSE,FALSE,FALSE,8.521185212685776,TRUE
TRUE,major_purchase,0.1148,395.63,10.30895266,2.8,732,5250,8526,15.6,2,0,0,FALSE,FALSE,FALSE,9.050992878742049,TRUE
TRUE,all_other,0.1392,85.35,10.6454249,21.17,667,2519.958333,20323,78.8,3,0,0,FALSE,FALSE,FALSE,9.919557732713622,TRUE
TRUE,debt_consolidation,0.1148,494.53,10.727663,8.84,737,4410,13819,56.4,0,0,0,FALSE,FALSE,FALSE,9.53387209732166,TRUE
TRUE,all_other,0.1183,530.15,12.22587527,6.29,727,7559.958333,NA,25.4,1,0,0,FALSE,FALSE,FALSE,10.644900950505562,TRUE
TRUE,debt_consolidation,0.0774,206.05,NA,0.62,782,4709.958333,20,0.1,2,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,debt_consolidation,0.1357,543.5,11.00209984,18.58,697,2524.958333,24089,60.2,0,0,0,FALSE,FALSE,FALSE,10.089552095608918,TRUE
TRUE,debt_consolidation,0.1253,803.2,11.00209984,17.9,732,4649.958333,26715,39.8,1,0,0,FALSE,FALSE,FALSE,10.193017915845527,TRUE
TRUE,debt_consolidation,0.167,710.03,11.69524702,3.88,692,4650.958333,16725,99,1,0,0,FALSE,FALSE,FALSE,9.724719673941472,TRUE
TRUE,credit_card,0.1114,68.89,9.574983486,6.75,712,3149.958333,2256,53.7,0,0,0,FALSE,FALSE,FALSE,7.721791776817535,TRUE
TRUE,debt_consolidation,0.0774,249.75,10.23995979,16.5,772,6720,7943,25.1,0,0,0,FALSE,FALSE,FALSE,8.980172205725008,TRUE
TRUE,all_other,0.1287,NA,NA,1.16,747,4890,30706,44,1,0,0,FALSE,FALSE,FALSE,10.332245920613584,TRUE
TRUE,debt_consolidation,0.1392,327.72,11.19821472,13.55,682,8430,618,1.8,0,NA,0,FALSE,TRUE,FALSE,6.428105272684596,TRUE
TRUE,debt_consolidation,0.1183,157.39,9.862665558,22.69,717,3330,11023,79.3,0,0,0,FALSE,FALSE,FALSE,9.30782999325344,TRUE
TRUE,all_other,0.1322,253.51,11.19821472,11.74,682,4384,21075,59.8,2,NA,0,FALSE,TRUE,FALSE,9.955890231329176,TRUE
TRUE,all_other,0.15310000000000001,452.6,10.42821608,20.52,712,1200,1867,66.7,1,0,0,FALSE,FALSE,FALSE,7.532623618788788,TRUE
TRUE,debt_consolidation,0.0705,92.7,10.59663473,9.48,772,6179.958333,1326,18.2,0,0,0,FALSE,FALSE,FALSE,7.190676034332207,TRUE
TRUE,debt_consolidation,0.1114,196.83,10.77895629,8.82,722,3239.958333,3688,32.1,0,0,0,FALSE,FALSE,FALSE,8.213110697596676,TRUE
TRUE,debt_consolidation,0.1183,397.61,10.59663473,17.61,722,2190,7383,35,0,0,0,FALSE,FALSE,FALSE,8.907070776182689,TRUE
TRUE,debt_consolidation,0.1357,285.34,10.81977828,5.78,682,4380.958333,3743,83.2,2,NA,0,TRUE,TRUE,FALSE,8.227909837597483,TRUE
TRUE,major_purchase,0.1496,242.52,10.6454249,3.71,667,1920,1747,43.7,0,0,0,FALSE,FALSE,FALSE,7.466227556215481,TRUE
TRUE,major_purchase,0.1322,283.93,10.81977828,12.5,707,2580,3972,92.4,3,0,0,FALSE,FALSE,FALSE,8.287276755814599,TRUE
TRUE,debt_consolidation,0.15310000000000001,522.23,11.62625415,12.15,672,5369.958333,37859,82.5,1,NA,0,FALSE,TRUE,FALSE,10.541650424763313,TRUE
TRUE,debt_consolidation,0.1392,187.76,11.29177992,21.48,677,6630,NA,84.5,1,0,0,FALSE,FALSE,FALSE,11.045813650395022,TRUE
TRUE,all_other,0.1322,219.71,10.59663473,8.64,757,3209.958333,6770,18.8,NA,0,0,TRUE,FALSE,FALSE,8.820404065485645,TRUE
TRUE,home_improvement,0.074,77.65,10.81174611,1.33,797,7589.958333,1844,2.9,0,0,0,FALSE,FALSE,FALSE,7.520234556474628,TRUE
TRUE,debt_consolidation,0.1426,34.31,10.71441777,24.61,662,2554,7153,53.4,0,NA,0,FALSE,TRUE,FALSE,8.875426919818963,TRUE
TRUE,debt_consolidation,0.1635,556.44,10.77895629,18.13,717,1620,5481,99.7,0,0,0,FALSE,FALSE,FALSE,8.60922527686273,TRUE
TRUE,all_other,0.1496,NA,11.17504424,8.73,702,5069.958333,8414,24.5,1,NA,0,FALSE,TRUE,FALSE,9.037771106624906,TRUE
TRUE,debt_consolidation,0.1183,198.81,10.71441777,23.15,702,3632,13029,58.7,0,0,0,FALSE,FALSE,FALSE,9.47500967011889,TRUE
TRUE,debt_consolidation,0.1322,507.01,10.3809632,15.63,707,NA,14489,89.4,0,0,0,FALSE,FALSE,FALSE,9.581214035314728,TRUE
TRUE,credit_card,0.1287,201.8,10.96819829,18.12,687,3480,6184,85.9,1,0,0,FALSE,FALSE,FALSE,8.729882284826589,TRUE
TRUE,all_other,0.0894,190.63,10.30895266,14.72,757,2099.958333,144,5.8,0,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,all_other,0.1426,41.17,NA,13.75,702,2580,0,36.5,0,0,0,TRUE,FALSE,FALSE,NA,FALSE
TRUE,debt_consolidation,0.0894,174.75,11.28978191,9.29,742,3090,7057,49.3,4,0,0,FALSE,FALSE,FALSE,8.861917004235215,TRUE
TRUE,home_improvement,0.1183,414.18,10.91508846,1.07,737,3569.958333,2054,11.4,0,0,0,FALSE,FALSE,FALSE,7.628031126930335,TRUE
TRUE,debt_consolidation,0.1357,407.63,11.60823564,10.46,677,8339.958333,7259,59,0,0,NA,FALSE,FALSE,TRUE,8.890135107818843,TRUE
TRUE,debt_consolidation,0.1253,70.28,11.12726298,8.33,682,5429.958333,11023,72,3,0,NA,FALSE,FALSE,TRUE,9.30782999325344,TRUE
TRUE,all_other,0.1253,167.34,9.700146629,4.85,722,1110,1231,11.8,3,0,0,TRUE,FALSE,FALSE,7.116394144093465,TRUE
TRUE,debt_consolidation,0.1635,551.14,11.42954386,14.45,662,4020,22689,84,0,0,0,FALSE,FALSE,FALSE,10.029679577773887,TRUE
TRUE,debt_consolidation,0.1357,203.82,10.4341158,20.79,682,2310,5950,57.8,0,0,0,FALSE,FALSE,FALSE,8.691314551644853,TRUE
TRUE,credit_card,0.1565,279.89,10.126631100000001,7.34,672,2160.958333,6706,97.2,1,0,0,FALSE,FALSE,FALSE,8.810907036099737,TRUE
TRUE,small_business,0.1565,699.73,10.858999,0.35,797,9690.041667,39,0.6,1,0,0,FALSE,FALSE,FALSE,NA,TRUE
TRUE,debt_consolidation,0.1322,135.21,9.76995616,14.13,677,5759.958333,9874,62.5,1,0,0,FALSE,FALSE,FALSE,9.197761589769323,TRUE
TRUE,credit_card,0.1183,298.21,11.1844214,19.5,737,4500,12893,90.8,1,0,0,FALSE,FALSE,FALSE,9.464517365870565,TRUE
TRUE,debt_consolidation,0.1461,165.49,10.93310697,8.81,662,8220,5993,70.5,0,NA,NA,FALSE,TRUE,TRUE,8.69851424787661,TRUE
TRUE,small_business,0.15310000000000001,269.82,11.75978554,24.08,712,8279.958333,39121,74.9,3,0,0,FALSE,FALSE,FALSE,10.574440247586304,TRUE
TRUE,educational,0.1183,828.35,11.49272276,4.87,767,9630.041667,3142,8.6,3,0,0,FALSE,FALSE,FALSE,8.052933036797567,TRUE
TRUE,debt_consolidation,0.1218,249.75,10.50012383,13.02,707,4140,6528,42.7,1,0,0,TRUE,FALSE,FALSE,8.784009071186633,TRUE
TRUE,debt_consolidation,0.1253,108.77,10.23995979,22.54,687,4110.041667,6211,58,2,0,0,FALSE,FALSE,FALSE,8.734238184268579,TRUE
TRUE,debt_consolidation,0.1148,304.96,10.23995979,18.9,717,3724,16683,24.9,0,NA,0,FALSE,TRUE,FALSE,9.722205455316836,TRUE
TRUE,debt_consolidation,0.1287,121.08,11.23843599,1.58,692,3391,12135,85.5,3,0,0,FALSE,FALSE,FALSE,9.403931521028369,TRUE
TRUE,debt_consolidation,NA,827.33,11.813030060000001,12.78,672,NA,NA,44.2,2,0,0,FALSE,FALSE,FALSE,11.043785462691345,TRUE
TRUE,credit_card,0.074,217.42,10.60221911,8.89,772,9089.958333,14014,14.1,2,0,0,FALSE,FALSE,FALSE,9.547883463598888,TRUE
TRUE,debt_consolidation,0.0894,381.26,11.34332268,5.52,792,5280,1940,2.4,1,0,0,FALSE,FALSE,FALSE,7.57095858316901,TRUE
TRUE,small_business,0.1565,69.98,10.45737267,20.41,702,2549.958333,239,9.2,0,0,0,FALSE,FALSE,FALSE,5.480638923341991,TRUE
TRUE,home_improvement,0.06,190.14,10.52942598,10.3,747,2160.958333,543,0.9,NA,0,0,FALSE,FALSE,FALSE,6.298949246855942,TRUE
TRUE,debt_consolidation,0.1704,713.49,11.73606902,9.66,667,3644,32120,68.5,1,0,0,FALSE,FALSE,FALSE,10.37726530082638,TRUE
TRUE,small_business,0.1461,577.46,11.65268741,10.12,747,3903,6341,21.4,0,0,0,FALSE,FALSE,FALSE,8.754949455098293,TRUE
TRUE,all_other,0.1496,207.87,10.81977828,19.58,702,2849.958333,14306,99.3,0,0,0,FALSE,FALSE,FALSE,9.568504206966335,TRUE
TRUE,all_other,0.1322,84.51,11.08214255,19.68,677,5399.958333,20241,66.4,1,0,0,FALSE,FALSE,FALSE,9.915514932748847,TRUE
TRUE,all_other,0.1183,397.61,11.71993963,15.88,722,7442,NA,49.8,2,0,0,FALSE,FALSE,FALSE,10.743696057004223,TRUE
TRUE,debt_consolidation,0.0894,152.51,11.3736634,10.54,732,4140,27901,40.9,1,0,0,FALSE,FALSE,FALSE,10.236453649828054,TRUE
TRUE,debt_consolidation,0.1114,377.25,11.88448902,3.32,757,4200,11484,52,0,0,0,FALSE,FALSE,FALSE,9.3487971151232,TRUE
TRUE,all_other,0.1496,173.23,10.6281334,4.22,667,1470,5116,39.7,2,0,0,FALSE,FALSE,FALSE,8.540323608805092,TRUE
TRUE,home_improvement,0.0859,316.11,11.23321156,4.75,752,5220,22078,19.8,2,0,0,FALSE,FALSE,FALSE,10.002382209510342,TRUE
TRUE,credit_card,0.1218,333,10.4341158,22.34,712,7470,19034,26.3,1,NA,0,FALSE,TRUE,FALSE,9.854034668816597,TRUE
TRUE,major_purchase,0.1183,165.67,11.39526742,5.66,702,5970,8950,31.1,2,0,0,TRUE,FALSE,FALSE,9.099520536870939,TRUE
TRUE,debt_consolidation,0.0894,413.03,11.40756495,8.77,747,4589.958333,13298,54.3,2,0,0,FALSE,FALSE,FALSE,9.495444123413163,TRUE
TRUE,small_business,0.0788,50.05,10.727663,7.74,717,3519.041667,10684,26.3,0,0,0,FALSE,FALSE,FALSE,9.276596167753247,TRUE
TRUE,debt_consolidation,0.1322,253.51,10.83295114,3.88,682,3959.958333,7321,50.5,2,0,0,FALSE,FALSE,FALSE,8.898638793680181,TRUE
TRUE,credit_card,0.0894,457.51,10.54534144,23.4,747,4860,15373,48,0,0,0,FALSE,FALSE,FALSE,9.640433049909078,TRUE
TRUE,debt_consolidation,0.0859,379.33,11.04292184,9.02,777,NA,22054,25.9,2,0,0,FALSE,FALSE,FALSE,10.00129461253904,TRUE
TRUE,all_other,0.1183,313.95,11.22524339,14.48,727,2789.958333,12829,63.5,0,0,0,FALSE,FALSE,FALSE,9.459541457609681,TRUE
TRUE,debt_consolidation,0.1357,611.44,10.69194491,6.33,692,NA,5494,14.1,0,0,0,FALSE,FALSE,FALSE,8.611593866837723,TRUE
TRUE,debt_consolidation,0.167,603.53,11.48497363,10.71,672,3989.958333,NA,97.4,2,0,NA,FALSE,FALSE,TRUE,10.94899789464713,TRUE
TRUE,home_improvement,0.1392,40.97,10.22557105,11.87,672,4916.041667,9228,93.2,0,0,0,FALSE,FALSE,FALSE,9.130105979265577,TRUE
TRUE,all_other,0.0774,202.93,11.1124479,12.77,772,7169.958333,2930,3.3,0,NA,0,FALSE,TRUE,FALSE,7.983098940710892,TRUE
TRUE,credit_card,0.0894,381.26,11.46163217,15.52,762,4020,10221,21.8,0,0,0,FALSE,FALSE,FALSE,9.232297539328226,TRUE
TRUE,debt_consolidation,0.1183,563.28,10.75052252,3.65,722,8856,14907,43.6,0,0,0,FALSE,FALSE,FALSE,9.60965326059915,TRUE
TRUE,all_other,0.0774,109.27,10.66326482,14.23,747,2489.958333,1982,32.5,1,0,0,FALSE,FALSE,FALSE,7.592366128519796,TRUE
TRUE,debt_consolidation,0.1392,136.55,9.998797732,21.49,667,3335,12925,67.7,0,0,0,FALSE,FALSE,FALSE,9.46699606582284,TRUE
TRUE,debt_consolidation,0.1357,101.91,10.22557105,9.87,672,2099.958333,2229,82.6,2,0,0,FALSE,FALSE,FALSE,7.709756864454165,TRUE
TRUE,home_improvement,0.0774,156.1,11.28978191,0.54,797,6000,429,0.6,0,0,0,FALSE,FALSE,FALSE,6.063785208687608,TRUE
TRUE,debt_consolidation,0.1183,662.68,10.91508846,13.13,742,5789.958333,20357,59.2,0,0,0,FALSE,FALSE,FALSE,9.921229234012285,TRUE
TRUE,credit_card,0.0894,397.15,10.34174248,14.94,762,6149.958333,16495,30.9,1,0,0,FALSE,FALSE,FALSE,9.7108732062567409,TRUE
TRUE,all_other,0.1322,81.13,10.77167988,20.67,682,3420,19888,94.7,1,0,0,FALSE,FALSE,FALSE,9.897922094063247,TRUE
TRUE,debt_consolidation,0.15310000000000001,400.38,10.4487146,20.35,667,1860,11438,61.5,3,0,0,FALSE,FALSE,FALSE,9.344783848525674,TRUE
TRUE,debt_consolidation,0.1218,366.3,10.62132735,21.69,707,2549.958333,11129,73.2,1,0,0,FALSE,FALSE,FALSE,9.31739944426959,TRUE
TRUE,major_purchase,0.1218,333,11.12726298,5.36,712,5280,35121,35.5,3,0,0,FALSE,FALSE,FALSE,10.4665829937358,TRUE
TRUE,debt_consolidation,0.1253,401.6,10.84933709,9.27,742,6960,9087,30.8,0,0,0,FALSE,FALSE,FALSE,9.114710140960932,TRUE
TRUE,debt_consolidation,0.16,316.42,11.38639806,5.32,697,1574,5273,43.6,0,0,NA,FALSE,FALSE,TRUE,8.570544366913232,TRUE
TRUE,credit_card,0.1565,131.2,9.952277717,18.91,697,1170,13881,90.7,0,0,0,FALSE,FALSE,FALSE,9.53834831589953,TRUE
TRUE,debt_consolidation,0.1287,215.26,10.30895266,20.12,692,2340,6978,78.4,1,0,0,FALSE,FALSE,FALSE,8.850660919017152,TRUE
TRUE,debt_consolidation,0.074,186.36,10.47425013,0.85,782,4800,2772,11.1,0,0,0,FALSE,FALSE,FALSE,7.927685045615778,TRUE
TRUE,debt_consolidation,0.1496,173.23,11.66392834,12.71,677,5789.958333,32549,95.5,0,0,0,FALSE,FALSE,FALSE,10.390532647636716,TRUE
TRUE,major_purchase,0.1114,196.83,NA,1.7,722,4112,6530,23.3,2,0,0,FALSE,FALSE,FALSE,8.784315349902657,TRUE
TRUE,all_other,0.1287,117.72,11.21182037,9.34,697,3030,30703,84.1,2,0,0,FALSE,FALSE,FALSE,10.33214821824748,TRUE
TRUE,all_other,0.1148,32.97,10.49127422,1.03,742,2220,2287,15.8,0,0,0,FALSE,FALSE,FALSE,7.7354333524996886,TRUE
TRUE,all_other,0.1322,676.02,11.01862914,9.68,712,6119.958333,1284,6.3,3,0,NA,FALSE,FALSE,TRUE,7.158513997329321,TRUE
TRUE,debt_consolidation,0.1496,216.54,10.29688008,20.69,662,4110,18270,75.8,0,0,0,FALSE,FALSE,FALSE,9.813070382411665,TRUE
TRUE,debt_consolidation,0.1253,174.03,10.16585182,21,692,4080,7839,37.7,2,0,0,FALSE,FALSE,FALSE,8.966994113344454,TRUE
TRUE,small_business,0.16,703.15,11.98292909,5.31,717,5970,NA,80,0,0,0,FALSE,FALSE,FALSE,10.961329928661026,TRUE
TRUE,debt_consolidation,0.15310000000000001,330.75,10.49127422,21.87,667,1500,7306,73.1,2,0,0,TRUE,FALSE,FALSE,8.896588071791218,TRUE
TRUE,debt_consolidation,0.074,124.24,10.81977828,5.23,787,4500,4071,11.8,0,0,0,FALSE,FALSE,FALSE,8.311889558230359,TRUE
TRUE,debt_consolidation,0.1218,333,11.03488966,10.88,717,2443.958333,6238,74.3,0,0,0,FALSE,FALSE,FALSE,8.738575192110787,TRUE
TRUE,home_improvement,0.1218,582.75,10.77895629,12.7,717,7080,31376,45.7,1,NA,0,FALSE,TRUE,FALSE,10.353830419422378,TRUE
TRUE,debt_consolidation,0.1461,155.14,10.81977828,19.78,737,2459.958333,7114,9.2,2,0,0,FALSE,FALSE,FALSE,8.869960510523953,TRUE
TRUE,small_business,0.1843,836.51,11.813030060000001,6.73,687,5819.958333,17606,37.9,3,NA,0,FALSE,TRUE,FALSE,9.776051829226445,TRUE
TRUE,credit_card,0.1253,259.37,10.08029393,3.27,757,4319.958333,1709,94.9,3,0,0,TRUE,FALSE,FALSE,7.444248649496705,TRUE
TRUE,small_business,0.15310000000000001,NA,11.86358234,7.31,747,5850,7424,17.1,0,0,0,FALSE,FALSE,FALSE,8.9126079636709,TRUE
TRUE,credit_card,0.1287,269.07,11.33857208,6.19,727,5142,685,85.6,0,0,0,TRUE,FALSE,FALSE,6.530877627725885,TRUE
TRUE,credit_card,0.0894,190.63,10.6454249,21.2,727,6059.958333,8706,32.6,2,0,NA,FALSE,FALSE,TRUE,9.071882578828616,TRUE
TRUE,all_other,0.074,77.65,10.87804719,14.9,767,6059.958333,23331,58.5,1,0,0,FALSE,FALSE,FALSE,10.057581087873528,TRUE
TRUE,major_purchase,0.1183,662.68,10.76789534,6.77,812,3656,879,4.3,0,0,0,FALSE,FALSE,FALSE,6.779921907472252,TRUE
TRUE,major_purchase,0.074,37.28,11.00209984,6.8,762,7982.958333,37459,6.5,2,0,0,FALSE,FALSE,FALSE,10.53102897599808,TRUE
TRUE,home_improvement,0.0859,94.84,10.55841352,5.61,727,2310,2610,39,1,0,0,FALSE,FALSE,FALSE,7.8674885686991285,TRUE
TRUE,debt_consolidation,0.0859,316.11,10.49127422,3.47,767,4150.041667,9389,22.2,0,0,0,FALSE,FALSE,FALSE,9.147400572202308,TRUE
TRUE,debt_consolidation,0.0774,187.32,10.66895539,23.22,762,8099,11413,22.7,1,0,0,FALSE,FALSE,FALSE,9.342595951096653,TRUE
TRUE,major_purchase,0.1218,266.4,9.510444964,1.24,747,2549.958333,707,35.3,0,0,0,FALSE,FALSE,FALSE,6.56244409369372,TRUE
TRUE,home_improvement,0.1287,168.17,10.87426647,16.57,682,3644.958333,1465,63.7,1,0,0,TRUE,FALSE,FALSE,7.290292882446597,TRUE
TRUE,credit_card,0.1392,392.58,11.08214255,14.88,682,3390,10104,80.8,1,0,0,FALSE,FALSE,FALSE,9.22078562983772,TRUE
TRUE,credit_card,0.1253,281.12,11.8493977,8.36,697,9389.958333,7479,27.8,2,0,0,FALSE,FALSE,FALSE,8.919988070968524,TRUE
TRUE,all_other,0.0788,312.81,10.858999,9.09,762,5791.041667,7386,33.9,0,0,0,FALSE,FALSE,FALSE,8.907476977528738,TRUE
TRUE,all_other,0.1287,235.44,11.53272809,18.69,687,7980,22845,69.4,3,0,0,FALSE,FALSE,FALSE,10.036531326293892,TRUE
TRUE,credit_card,0.1287,403.6,10.82774645,16.07,697,3629.958333,19137,42.5,0,0,0,FALSE,FALSE,FALSE,9.859431166339208,TRUE
TRUE,debt_consolidation,0.1461,110.33,11.2515607,16.44,662,4709.958333,5843,72.1,1,NA,0,FALSE,TRUE,FALSE,8.67317077287059,TRUE
TRUE,credit_card,0.0894,274.83,10.30895266,11.8,767,7080,3590,30.7,0,0,0,FALSE,FALSE,FALSE,8.186185994226083,TRUE
TRUE,all_other,0.1148,692.34,10.96065265,10.53,757,5190,4800,25.9,0,0,0,FALSE,FALSE,FALSE,8.476579508530941,TRUE
TRUE,all_other,0.0894,324.07,11.35040654,0,757,3910.958333,6473,11.6,3,0,0,FALSE,FALSE,FALSE,8.775549434486189,TRUE
TRUE,credit_card,0.1426,411.67,11.00209984,16.28,702,5550,26331,96.9,0,0,0,FALSE,FALSE,FALSE,10.178540208587767,TRUE
TRUE,credit_card,0.1114,328.04,10.818177,19.31,722,3241.958333,6648,47.1,0,0,0,FALSE,FALSE,FALSE,8.802221746402456,TRUE
TRUE,debt_consolidation,0.16,NA,11.69524702,18.08,757,4019.958333,12067,20.7,0,0,0,TRUE,FALSE,FALSE,9.398312600278953,TRUE
TRUE,major_purchase,0.1287,215.26,11.16726111,11.09,687,6660,12267,40,3,0,NA,TRUE,FALSE,TRUE,9.414749525234143,TRUE
TRUE,debt_consolidation,0.1183,828.35,11.22524339,8.74,807,5280,0,0,3,0,0,FALSE,FALSE,FALSE,NA,FALSE
TRUE,all_other,0.1114,360.84,11.53632944,1.54,757,4259.958333,14617,32,0,0,0,FALSE,FALSE,FALSE,9.590008925040337,TRUE
TRUE,all_other,0.1218,333,10.77895629,10.68,707,5730,3486,51.3,2,0,0,FALSE,FALSE,FALSE,8.156797046675651,TRUE
TRUE,all_other,0.16,703.15,10.858999,0.6,682,2640.041667,1742,7.9,0,0,0,TRUE,FALSE,FALSE,7.463363045520021,TRUE
TRUE,all_other,0.1148,65.94,10.81977828,12.03,712,4170,4005,58.19,1,0,0,FALSE,FALSE,FALSE,8.295548516225763,TRUE
TRUE,all_other,0.1357,509.53,10.70324447,4.88,717,4589.958333,6588,79.4,1,0,0,FALSE,FALSE,FALSE,8.793156870913819,TRUE
TRUE,debt_consolidation,0.1114,393.65,10.59663473,16.71,752,5557.041667,12746,52.5,2,0,0,FALSE,FALSE,FALSE,9.453051228782922,TRUE
TRUE,debt_consolidation,0.1218,333,10.59663473,16.14,707,2947.041667,10006,68.5,0,0,0,FALSE,FALSE,FALSE,9.211040127090456,TRUE
TRUE,all_other,0.0894,203.34,10.727663,0.26,782,5399.958333,0,0,3,0,0,FALSE,FALSE,FALSE,NA,FALSE
TRUE,debt_consolidation,0.1218,532.8,10.69194491,17.4,717,6390,17070,24.7,0,0,0,FALSE,FALSE,FALSE,9.745136396380753,TRUE
TRUE,major_purchase,0.1322,338.01,11.60823564,9.86,687,5880,12919,54.3,1,0,0,FALSE,FALSE,FALSE,9.466531777336593,TRUE
